Date,Energy_Consumption_kWh,Temperature_C,Electricity_Price_€/kWh
2023-01-01,14.363502971184062,10.44410551203097,0.1657063191723972
2023-01-02,28.767857660247905,33.44762255295657,0.42582988809255284
2023-01-03,23.299848545285126,31.21402567824255,0.3660788882784801
2023-01-04,19.966462104925917,2.8316453915718576,0.30922616990764773
2023-01-05,8.900466011060914,-2.225547964993382,0.243532193649401
2023-01-06,8.899863008405067,-0.9688799449029339,0.45088021632524333
2023-01-07,6.452090304204987,-4.271126973938011,0.25697804296905413
2023-01-08,26.654403644373378,-1.2222815697628642,0.4266397757886309
2023-01-09,20.02787529358022,22.320270936654275,0.27565396342808735
2023-01-10,22.70181444490114,-2.1524540615908405,0.2507777717699631
2023-01-11,5.514612357395061,7.759025211750451,0.2850719142678426
2023-01-12,29.24774630404986,28.79501243877818,0.22055114966565684
2023-01-13,25.811066020010543,-4.069122570566965,0.39904375207050047
2023-01-14,10.308477766956905,27.578739303557434,0.3010881560369917
2023-01-15,9.545624180177516,6.274190990935997,0.19288507805872693
2023-01-16,9.585112746335845,-0.2734068951337498,0.4598298293098274
2023-01-17,12.606056073988443,22.869486614566025,0.2535564885492846
2023-01-18,18.11891079080595,20.15771387119536,0.31742114444559544
2023-01-19,15.798625466052894,30.098880541082117,0.4625888443858188
2023-01-20,12.280728504951048,24.40284175215543,0.3496951983655968
2023-01-21,20.296322368059485,27.13923721539394,0.14675921628334565
2023-01-22,8.487346516301045,6.281382902852259,0.47593284944539005
2023-01-23,12.303616213380455,2.0975817511889128,0.35108322122856717
2023-01-24,14.159046082342293,25.024590065634335,0.23396224586283446
2023-01-25,16.4017496054259,27.27338957069056,0.1557088290653549
2023-01-26,24.62939903482534,34.620205680026935,0.41761007570811837
2023-01-27,9.991844553958995,11.50470707645706,0.3480291023714054
2023-01-28,17.85586096034029,9.880723431711328,0.31338443679052863
2023-01-29,19.810364221551062,26.056518429679873,0.4575570332203831
2023-01-30,6.161260317999943,8.632141610120714,0.41543888448981237
2023-01-31,20.18862129753596,32.23029302414259,0.1606699518931005
2023-02-01,9.263103092182288,29.336510073720476,0.2246888271182193
2023-02-02,6.6262898246319875,12.159761095000732,0.1993956559257863
2023-02-03,28.72213843133333,25.034842711659895,0.39757851702907077
2023-02-04,29.140800826863984,25.181714963387293,0.11341297389431176
2023-02-05,25.209933702911528,-0.8750452465626957,0.32795587394852665
2023-02-06,12.615344229334267,31.102116267182666,0.40498347429627624
2023-02-07,7.441802850159597,15.210094897914285,0.4507062547046998
2023-02-08,22.105825662803923,28.058298644309666,0.23683269948636299
2023-02-09,16.003812343490033,7.80198404122447,0.4285029218688051
2023-02-10,8.05095587111947,30.82092913984802,0.1442526947820829
2023-02-11,17.379422752781757,10.568067149366524,0.4385809166938073
2023-02-12,5.85971302788046,-4.566493940788066,0.15099546493279298
2023-02-13,27.73301005196955,31.215279056770548,0.2589149162241469
2023-02-14,11.469499540000424,-1.3485329285546577,0.41891814631182145
2023-02-15,21.56305710884955,7.772545503616595,0.1599669709395095
2023-02-16,12.792776902235275,33.0024786820322,0.1917005580930566
2023-02-17,18.00170052944527,33.024285877502244,0.38890102735722654
2023-02-18,18.66775698358199,17.937515524931445,0.3880146146184298
2023-02-19,9.621361388138176,20.27348848679197,0.35645905315411897
2023-02-20,29.239615694113965,12.93782087913279,0.37757937778684003
2023-02-21,24.378320584027865,6.728430867922581,0.3170897773390385
2023-02-22,28.487473539104727,8.146581814796638,0.2007196235627811
2023-02-23,27.37068376069122,21.900738243081538,0.23827839740156778
2023-02-24,19.94749947027713,25.0949811775072,0.17263908672057027
